Resume_ID,Name,Skills,Experience_Years,Education,Certifications,Job_Role,Recruiter_Decision,Salary_Expectation_Dollars,Projects_Count,AI_Score,Python_Skill,SQL_Skill,ML_Skill,PowerBI_Skill,Excel_Skill,TensorFlow_Skill,NLP_Skill,Pytorch_Skill,Experience_Level
185,Justin Myers Jr.,"react, java, c++, sql",7,M.Tech,Deep Learning Specialization,Software Engineer,1,89830,3,100,0,1,0,0,0,0,0,0,Senior
186,Anthony Benson,"java, c++, react, sql",5,MBA,Deep Learning Specialization,Software Engineer,1,64162,7,100,0,1,0,0,0,0,0,0,Mid
187,Valerie Morrison,"pytorch, python",0,B.Sc,Deep Learning Specialization,AI Researcher,0,44226,7,55,1,0,0,0,0,0,0,1,Fresher
188,Mary Wilson,"nlp, tensorflow, python",0,MBA,Deep Learning Specialization,AI Researcher,0,65417,3,40,1,0,0,0,0,1,1,0,Fresher
189,Evelyn Porter,"sql, python, machine learning, deep learning",3,M.Tech,Google ML,Data Scientist,1,65930,5,85,1,1,1,0,0,0,0,0,Junior
190,Scott Salinas,"react, sql, java, c++",1,PhD,AWS Certified,Software Engineer,1,58162,5,65,0,1,0,0,0,0,0,0,Fresher
191,Rachel Bridges,"linux, cybersecurity, ethical hacking",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,1,59707,8,100,0,0,0,0,0,0,0,0,Senior
192,Lori Porter,"linux, ethical hacking",1,PhD,AWS Certified,Cybersecurity Analyst,0,60465,3,45,0,0,0,0,0,0,0,0,Fresher
193,Keith Ayers,"tensorflow, nlp, python",3,MBA,Deep Learning Specialization,AI Researcher,1,80393,10,100,1,0,0,0,0,1,1,0,Junior
194,Nicholas Welch,"machine learning, sql, python",10,PhD,None,Data Scientist,1,95170,6,100,1,1,1,0,0,0,0,0,Senior
195,Jason Carter,"pytorch, python, tensorflow, nlp",9,B.Sc,AWS Certified,AI Researcher,1,114772,5,100,1,0,0,0,0,1,1,1,Senior
196,Kimberly Anderson,"pytorch, python",7,B.Tech,None,AI Researcher,1,42236,6,100,1,0,0,0,0,0,0,1,Senior
197,John Mendoza,"python, deep learning",8,PhD,None,Data Scientist,1,69641,10,100,1,0,0,0,0,0,0,0,Senior
198,Audrey Haynes,"c++, sql, java",1,PhD,Deep Learning Specialization,Software Engineer,1,68682,7,70,0,1,0,0,0,0,0,0,Fresher
199,Zachary Harris,"ethical hacking, cybersecurity, linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,0,113725,0,55,0,0,0,0,0,0,0,0,Junior
200,Ann Silva,"python, tensorflow",1,B.Sc,Deep Learning Specialization,AI Researcher,0,89941,4,50,1,0,0,0,0,1,0,0,Fresher
201,Ashley Elliott,"cybersecurity, ethical hacking, linux, networking",8,MBA,Google ML,Cybersecurity Analyst,1,102247,8,100,0,0,0,0,0,0,0,0,Senior
202,Thomas Hill,"tensorflow, nlp",6,PhD,Google ML,AI Researcher,1,87988,1,85,0,0,0,0,0,1,1,0,Mid
203,Danny Torres,"ethical hacking, cybersecurity, networking",8,B.Tech,None,Cybersecurity Analyst,1,66329,0,95,0,0,0,0,0,0,0,0,Senior
204,Tiffany Koch,"nlp, python, tensorflow",1,PhD,Deep Learning Specialization,AI Researcher,1,42249,7,70,1,0,0,0,0,1,1,0,Fresher
205,Rachael Williams,"java, c++",9,MBA,Google ML,Software Engineer,1,82341,3,100,0,0,0,0,0,0,0,0,Senior
206,Timothy Caldwell,"nlp, pytorch, python, tensorflow",10,B.Sc,None,AI Researcher,1,43594,4,100,1,0,0,0,0,1,1,1,Senior
207,Jenny Weaver,"ethical hacking, linux, cybersecurity, networking",7,MBA,None,Cybersecurity Analyst,1,116460,10,100,0,0,0,0,0,0,0,0,Senior
208,Shawn Carson,"c++, react",2,B.Sc,AWS Certified,Software Engineer,1,96027,5,65,0,0,0,0,0,0,0,0,Junior
209,Derrick Mendoza,"cybersecurity, ethical hacking, networking, linux",1,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,102390,6,70,0,0,0,0,0,0,0,0,Fresher
210,Thomas Thompson,"python, nlp, tensorflow",2,M.Tech,Google ML,AI Researcher,1,90388,4,65,1,0,0,0,0,1,1,0,Junior
211,Cindy Crosby,"machine learning, python, deep learning",3,B.Tech,AWS Certified,Data Scientist,1,99842,4,75,1,0,1,0,0,0,0,0,Junior
212,Denise Davenport,"networking, linux, ethical hacking",7,B.Tech,Google ML,Cybersecurity Analyst,1,96689,3,100,0,0,0,0,0,0,0,0,Senior
213,Wyatt Anderson,"c++, sql",2,MBA,Google ML,Software Engineer,0,94346,1,45,0,1,0,0,0,0,0,0,Junior
214,Peter Patterson,"sql, java",1,B.Tech,Google ML,Software Engineer,1,45989,7,65,0,1,0,0,0,0,0,0,Fresher
215,Nicholas Brown,"tensorflow, python, nlp",3,B.Tech,None,AI Researcher,0,41769,3,60,1,0,0,0,0,1,1,0,Junior
216,Gloria Miller,"linux, ethical hacking, cybersecurity, networking",8,M.Tech,AWS Certified,Cybersecurity Analyst,1,45438,3,100,0,0,0,0,0,0,0,0,Senior
217,Tammy Phillips,"sql, deep learning, python, machine learning",7,B.Sc,None,Data Scientist,1,82958,10,100,1,1,1,0,0,0,0,0,Senior
218,William Murphy,"tensorflow, python, nlp, pytorch",8,MBA,AWS Certified,AI Researcher,1,70446,8,100,1,0,0,0,0,1,1,1,Senior
219,John James,"linux, networking, cybersecurity, ethical hacking",1,B.Sc,None,Cybersecurity Analyst,1,40222,10,80,0,0,0,0,0,0,0,0,Fresher
220,Christina Sanchez,"pytorch, tensorflow, python, nlp",10,PhD,Google ML,AI Researcher,1,99512,2,100,1,0,0,0,0,1,1,1,Senior
221,Keith Ward,"cybersecurity, linux",9,PhD,None,Cybersecurity Analyst,1,77138,0,100,0,0,0,0,0,0,0,0,Senior
222,Mark Skinner,"python, nlp",1,M.Tech,Google ML,AI Researcher,0,98317,1,35,1,0,0,0,0,0,1,0,Fresher
223,James Myers,"python, tensorflow, pytorch, nlp",6,B.Sc,None,AI Researcher,1,78872,4,100,1,0,0,0,0,1,1,1,Mid
224,Jon Poole,"java, sql",8,M.Tech,Deep Learning Specialization,Software Engineer,1,96786,4,100,0,1,0,0,0,0,0,0,Senior
225,John Weiss,"linux, ethical hacking, cybersecurity",4,PhD,AWS Certified,Cybersecurity Analyst,1,96836,1,70,0,0,0,0,0,0,0,0,Mid
226,Sean Livingston,"cybersecurity, networking",1,B.Tech,Google ML,Cybersecurity Analyst,0,94563,6,60,0,0,0,0,0,0,0,0,Fresher
227,Jacob Long,"python, deep learning, machine learning",2,B.Tech,Deep Learning Specialization,Data Scientist,1,106472,4,65,1,0,1,0,0,0,0,0,Junior
228,Sarah Christensen,"linux, networking, ethical hacking",7,B.Sc,None,Cybersecurity Analyst,1,79874,6,100,0,0,0,0,0,0,0,0,Senior
229,Scott Young,"python, pytorch",3,PhD,Deep Learning Specialization,AI Researcher,1,43097,8,90,1,0,0,0,0,0,0,1,Junior
230,Christopher Dominguez,"cybersecurity, networking, ethical hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,1,102929,10,95,0,0,0,0,0,0,0,0,Junior
231,Thomas Curtis,"python, nlp, pytorch",1,MBA,Google ML,AI Researcher,0,113921,1,40,1,0,0,0,0,0,1,1,Fresher
232,Anita Vega,"react, c++, java, sql",0,M.Tech,AWS Certified,Software Engineer,1,80517,8,70,0,1,0,0,0,0,0,0,Fresher
233,Jennifer Lane,"deep learning, python",3,MBA,AWS Certified,Data Scientist,1,110523,4,70,1,0,0,0,0,0,0,0,Junior
234,Tonya Ellison,"sql, java, c++, react",9,M.Tech,None,Software Engineer,1,76224,5,100,0,1,0,0,0,0,0,0,Senior
235,Robert Guerrero,"cybersecurity, linux, networking",0,MBA,Deep Learning Specialization,Cybersecurity Analyst,0,49774,7,60,0,0,0,0,0,0,0,0,Fresher
236,Elizabeth Graham,"react, sql",7,B.Tech,AWS Certified,Software Engineer,1,75572,0,90,0,1,0,0,0,0,0,0,Senior
237,Nancy Brown,"ethical hacking, linux, cybersecurity, networking",1,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,80647,8,80,0,0,0,0,0,0,0,0,Fresher
238,April Lewis,"python, deep learning",5,B.Tech,None,Data Scientist,1,67218,3,75,1,0,0,0,0,0,0,0,Mid
239,Tiffany Austin,"python, tensorflow, nlp, pytorch",8,PhD,AWS Certified,AI Researcher,1,104942,5,100,1,0,0,0,0,1,1,1,Senior
240,Sheila Gonzalez,"deep learning, sql",1,M.Tech,Google ML,Data Scientist,0,64383,4,50,0,1,0,0,0,0,0,0,Fresher
241,Barbara Bernard,"linux, ethical hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,1,50784,0,100,0,0,0,0,0,0,0,0,Senior
242,Mario Savage,"deep learning, machine learning, python, sql",5,B.Tech,AWS Certified,Data Scientist,1,78601,7,100,1,1,1,0,0,0,0,0,Mid
243,Katherine Chase,"c++, sql, react",8,B.Tech,Google ML,Software Engineer,1,99288,4,100,0,1,0,0,0,0,0,0,Senior
244,Rodney Diaz,"linux, networking",0,B.Tech,AWS Certified,Cybersecurity Analyst,0,64620,6,50,0,0,0,0,0,0,0,0,Fresher
245,Michael Phelps,"nlp, pytorch",2,B.Sc,Deep Learning Specialization,AI Researcher,1,113947,8,80,0,0,0,0,0,0,1,1,Junior
246,Christine Reyes,"deep learning, python, sql",2,B.Sc,Deep Learning Specialization,Data Scientist,1,119054,8,85,1,1,0,0,0,0,0,0,Junior
247,Daniel Alvarado,"cybersecurity, ethical hacking, linux",7,MBA,AWS Certified,Cybersecurity Analyst,1,63157,4,100,0,0,0,0,0,0,0,0,Senior
248,Ashley Moore,"deep learning, machine learning, sql",5,B.Sc,Google ML,Data Scientist,1,41593,4,95,0,1,1,0,0,0,0,0,Mid
249,Caitlin Shaw,"sql, java, react, c++",4,MBA,Deep Learning Specialization,Software Engineer,1,101488,5,95,0,1,0,0,0,0,0,0,Mid
250,James Gibson,"react, java",2,MBA,AWS Certified,Software Engineer,1,113130,8,80,0,0,0,0,0,0,0,0,Junior
251,Timothy Smith,"python, nlp, tensorflow, pytorch",9,B.Tech,AWS Certified,AI Researcher,1,95912,10,100,1,0,0,0,0,1,1,1,Senior
252,Erin Maynard,"pytorch, nlp, tensorflow, python",7,M.Tech,AWS Certified,AI Researcher,1,51478,9,100,1,0,0,0,0,1,1,1,Senior
253,Sherry Mcgrath,"tensorflow, python, pytorch",8,PhD,None,AI Researcher,1,75976,1,100,1,0,0,0,0,1,0,1,Senior
254,Juan Velez,"sql, machine learning",2,B.Tech,None,Data Scientist,0,116999,2,40,0,1,1,0,0,0,0,0,Junior
255,Sara Collins,"react, c++, sql, java",7,MBA,Deep Learning Specialization,Software Engineer,1,90437,5,100,0,1,0,0,0,0,0,0,Senior
256,Kathleen Foster,"nlp, pytorch, tensorflow",6,B.Tech,Deep Learning Specialization,AI Researcher,1,72164,4,100,0,0,0,0,0,1,1,1,Mid
257,Paul Williams,"java, c++, react",9,M.Tech,None,Software Engineer,1,54990,1,100,0,0,0,0,0,0,0,0,Senior
258,Jasmine Cole,"cybersecurity, linux",8,B.Sc,Google ML,Cybersecurity Analyst,1,90950,10,100,0,0,0,0,0,0,0,0,Senior
259,Bryan Wright,"sql, machine learning, deep learning",0,B.Tech,Deep Learning Specialization,Data Scientist,0,113435,2,35,0,1,1,0,0,0,0,0,Fresher
260,Dr. Samantha Hill MD,"tensorflow, pytorch, python",8,B.Tech,AWS Certified,AI Researcher,1,78090,6,100,1,0,0,0,0,1,0,1,Senior
261,Steven Hull,"python, pytorch",7,B.Sc,Google ML,AI Researcher,1,71756,2,100,1,0,0,0,0,0,0,1,Senior
262,Eduardo Wilson,"ethical hacking, linux, networking",1,PhD,AWS Certified,Cybersecurity Analyst,1,59652,10,85,0,0,0,0,0,0,0,0,Fresher
263,Bryan Scott,"tensorflow, nlp",10,B.Sc,AWS Certified,AI Researcher,1,86663,2,100,0,0,0,0,0,1,1,0,Senior
264,Jessica Burnett,"python, tensorflow",0,M.Tech,AWS Certified,AI Researcher,0,77225,1,25,1,0,0,0,0,1,0,0,Fresher
265,Kim Brown,"nlp, python, pytorch",1,MBA,AWS Certified,AI Researcher,0,97459,0,35,1,0,0,0,0,0,1,1,Fresher
266,Maria Green MD,"nlp, tensorflow",7,MBA,Google ML,AI Researcher,1,99118,1,95,0,0,0,0,0,1,1,0,Senior
267,Gregory Rogers,"networking, ethical hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,0,74792,5,45,0,0,0,0,0,0,0,0,Fresher
268,Nathaniel Yoder,"sql, react",10,B.Tech,Deep Learning Specialization,Software Engineer,1,89543,5,100,0,1,0,0,0,0,0,0,Senior
269,Paul Lozano,"sql, machine learning, deep learning, python",8,M.Tech,Google ML,Data Scientist,1,109019,8,100,1,1,1,0,0,0,0,0,Senior
270,Jerry Allen,"cybersecurity, linux, networking, ethical hacking",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,1,94447,4,100,0,0,0,0,0,0,0,0,Senior
271,Amy Poole,"machine learning, sql, python",0,PhD,Google ML,Data Scientist,0,43642,7,60,1,1,1,0,0,0,0,0,Fresher
272,Laura Garcia,"ethical hacking, cybersecurity",0,B.Sc,None,Cybersecurity Analyst,0,47079,8,50,0,0,0,0,0,0,0,0,Fresher
273,Cassandra Ford,"linux, cybersecurity",2,PhD,AWS Certified,Cybersecurity Analyst,0,48427,1,45,0,0,0,0,0,0,0,0,Junior
274,Ricky Morris,"nlp, pytorch, python",8,MBA,None,AI Researcher,1,75898,3,100,1,0,0,0,0,0,1,1,Senior
275,Jon Hall,"networking, linux",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,102962,7,85,0,0,0,0,0,0,0,0,Junior
276,Amber Brown,"nlp, tensorflow",7,PhD,Deep Learning Specialization,AI Researcher,1,48195,0,90,0,0,0,0,0,1,1,0,Senior
277,Dr. Antonio Martinez,"deep learning, machine learning, python",3,MBA,AWS Certified,Data Scientist,0,71310,1,60,1,0,1,0,0,0,0,0,Junior
278,Dwayne Taylor,"react, c++, sql, java",4,B.Tech,Deep Learning Specialization,Software Engineer,1,90345,7,100,0,1,0,0,0,0,0,0,Mid
279,Trevor Freeman,"cybersecurity, networking, ethical hacking",6,M.Tech,AWS Certified,Cybersecurity Analyst,1,53165,8,100,0,0,0,0,0,0,0,0,Mid
280,Kristen Santana,"deep learning, machine learning",0,PhD,Google ML,Data Scientist,0,73914,1,25,0,0,1,0,0,0,0,0,Fresher
281,Rachael Hayes,"c++, sql, react",10,M.Tech,Deep Learning Specialization,Software Engineer,1,48829,5,100,0,1,0,0,0,0,0,0,Senior
282,Gary Gonzalez,"python, tensorflow, pytorch, nlp",9,MBA,Google ML,AI Researcher,1,99238,1,100,1,0,0,0,0,1,1,1,Senior
283,Mrs. Ashley Stanley,"pytorch, python, nlp, tensorflow",0,M.Tech,Deep Learning Specialization,AI Researcher,1,67037,9,75,1,0,0,0,0,1,1,1,Fresher
284,Sonia Mendoza,"python, tensorflow",3,B.Sc,None,AI Researcher,0,82959,3,55,1,0,0,0,0,1,0,0,Junior
285,Tara Williams,"python, deep learning",7,B.Tech,None,Data Scientist,1,104891,2,90,1,0,0,0,0,0,0,0,Senior
286,Joanna Little,"ethical hacking, cybersecurity, networking",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,1,117219,5,70,0,0,0,0,0,0,0,0,Junior
287,Emily Sanchez,"c++, react, sql, java",2,MBA,None,Software Engineer,0,96229,1,45,0,1,0,0,0,0,0,0,Junior
288,Rebecca Lewis,"python, sql, deep learning",10,B.Tech,None,Data Scientist,1,92689,8,100,1,1,0,0,0,0,0,0,Senior
289,Jonathan Andrews,"python, deep learning, sql, machine learning",2,M.Tech,None,Data Scientist,1,82012,7,75,1,1,1,0,0,0,0,0,Junior
290,Martin Dean,"ethical hacking, networking",6,MBA,Deep Learning Specialization,Cybersecurity Analyst,1,61633,4,100,0,0,0,0,0,0,0,0,Mid
291,Olivia Montgomery,"tensorflow, python",2,PhD,Deep Learning Specialization,AI Researcher,1,73596,9,85,1,0,0,0,0,1,0,0,Junior
292,Amanda Watson,"cybersecurity, networking, linux",2,B.Sc,AWS Certified,Cybersecurity Analyst,0,104195,3,60,0,0,0,0,0,0,0,0,Junior
293,Katelyn Hopkins,"machine learning, python, sql",6,B.Tech,None,Data Scientist,1,50393,5,100,1,1,1,0,0,0,0,0,Mid
294,Jeremy Shaw,"java, c++, react, sql",4,B.Sc,None,Software Engineer,1,98181,8,100,0,1,0,0,0,0,0,0,Mid
295,Nathan Williams,"pytorch, python, nlp, tensorflow",9,MBA,Deep Learning Specialization,AI Researcher,1,117784,3,100,1,0,0,0,0,1,1,1,Senior
296,Jacqueline Frederick,"deep learning, python, machine learning, sql",2,B.Sc,None,Data Scientist,1,84282,6,70,1,1,1,0,0,0,0,0,Junior
297,Robert Cook,"networking, linux, ethical hacking, cybersecurity",2,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,0,108144,2,60,0,0,0,0,0,0,0,0,Junior
298,Jerome Schmitt,"networking, cybersecurity, linux, ethical hacking",8,MBA,Google ML,Cybersecurity Analyst,1,104087,4,100,0,0,0,0,0,0,0,0,Senior
299,Scott Coleman,"sql, deep learning",6,B.Tech,Google ML,Data Scientist,1,80534,6,100,0,1,0,0,0,0,0,0,Mid
300,Robin Mcgrath,"python, pytorch, tensorflow",1,M.Tech,None,AI Researcher,1,88349,10,75,1,0,0,0,0,1,0,1,Fresher
301,Kristen Maynard,"linux, ethical hacking",10,M.Tech,Google ML,Cybersecurity Analyst,1,71601,9,100,0,0,0,0,0,0,0,0,Senior
302,Denise Collins,"react, java, sql, c++",5,PhD,Deep Learning Specialization,Software Engineer,1,94954,10,100,0,1,0,0,0,0,0,0,Mid
303,Amber Dalton,"nlp, python, tensorflow, pytorch",2,PhD,Deep Learning Specialization,AI Researcher,1,72948,10,100,1,0,0,0,0,1,1,1,Junior
304,Carlos Goodwin,"python, nlp",8,B.Sc,Google ML,AI Researcher,1,89808,10,100,1,0,0,0,0,0,1,0,Senior
305,Tina Howard,"sql, python, machine learning",6,B.Sc,AWS Certified,Data Scientist,1,52824,9,100,1,1,1,0,0,0,0,0,Mid
306,Nathaniel Terry,"react, sql, c++",1,MBA,None,Software Engineer,1,88441,10,75,0,1,0,0,0,0,0,0,Fresher
307,Jessica Campbell,"machine learning, sql, python",4,B.Sc,Google ML,Data Scientist,1,114573,8,100,1,1,1,0,0,0,0,0,Mid
308,Andrew Shaw,"python, sql",1,MBA,Deep Learning Specialization,Data Scientist,1,112556,7,65,1,1,0,0,0,0,0,0,Fresher
309,Stephen Lopez,"deep learning, sql",6,B.Tech,AWS Certified,Data Scientist,1,106433,0,80,0,1,0,0,0,0,0,0,Mid
310,Megan Cox,"sql, java",3,B.Tech,None,Software Engineer,1,63531,8,80,0,1,0,0,0,0,0,0,Junior
311,Richard Kelly,"cybersecurity, ethical hacking, networking",0,B.Tech,None,Cybersecurity Analyst,0,82635,7,50,0,0,0,0,0,0,0,0,Fresher
312,Benjamin Rivera,"sql, machine learning, python, deep learning",6,B.Sc,Google ML,Data Scientist,1,99502,8,100,1,1,1,0,0,0,0,0,Mid
313,Laura Stewart,"deep learning, sql, python, machine learning",1,PhD,Deep Learning Specialization,Data Scientist,0,52288,1,45,1,1,1,0,0,0,0,0,Fresher
314,Ronald Luna,"c++, sql",5,M.Tech,Google ML,Software Engineer,1,106464,5,95,0,1,0,0,0,0,0,0,Mid
315,Robert Thompson,"networking, ethical hacking, linux, cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,1,97006,5,100,0,0,0,0,0,0,0,0,Senior
316,Joseph Rojas,"cybersecurity, ethical hacking, linux",1,MBA,AWS Certified,Cybersecurity Analyst,1,78344,10,85,0,0,0,0,0,0,0,0,Fresher
317,Richard Padilla,"cybersecurity, networking, ethical hacking, linux",2,B.Sc,None,Cybersecurity Analyst,0,59121,4,60,0,0,0,0,0,0,0,0,Junior
318,Heather Savage,"machine learning, python, deep learning",2,B.Tech,Deep Learning Specialization,Data Scientist,1,55376,7,80,1,0,1,0,0,0,0,0,Junior
319,Elizabeth Chavez,"tensorflow, python, nlp",9,M.Tech,AWS Certified,AI Researcher,1,101293,0,100,1,0,0,0,0,1,1,0,Senior
320,Scott Richardson,"sql, java, c++, react",0,B.Tech,AWS Certified,Software Engineer,1,53699,8,70,0,1,0,0,0,0,0,0,Fresher
321,Jerome Sampson,"deep learning, sql",5,MBA,Google ML,Data Scientist,1,114879,8,100,0,1,0,0,0,0,0,0,Mid
322,Jennifer Padilla,"networking, linux, cybersecurity, ethical hacking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,102150,3,95,0,0,0,0,0,0,0,0,Mid
323,Malik Burns,"python, deep learning",5,B.Tech,None,Data Scientist,1,73559,10,100,1,0,0,0,0,0,0,0,Mid
324,Brandon Monroe,"ethical hacking, linux",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,93214,2,100,0,0,0,0,0,0,0,0,Senior
325,Heather Mcdonald,"c++, java, sql",3,PhD,Deep Learning Specialization,Software Engineer,1,98746,4,75,0,1,0,0,0,0,0,0,Junior
326,William Bryant,"deep learning, python",3,MBA,AWS Certified,Data Scientist,1,44012,10,100,1,0,0,0,0,0,0,0,Junior
327,Abigail Brock,"machine learning, python, deep learning",9,B.Tech,None,Data Scientist,1,93707,0,100,1,0,1,0,0,0,0,0,Senior
328,Maria Perez PhD,"ethical hacking, linux, cybersecurity",4,MBA,None,Cybersecurity Analyst,1,52722,9,100,0,0,0,0,0,0,0,0,Mid
329,William Casey,"sql, react, c++",7,B.Tech,AWS Certified,Software Engineer,1,65733,0,95,0,1,0,0,0,0,0,0,Senior
330,Bryan Clayton,"networking, cybersecurity, ethical hacking, linux",0,PhD,AWS Certified,Cybersecurity Analyst,0,62201,5,55,0,0,0,0,0,0,0,0,Fresher
331,James Murphy,"sql, java",7,M.Tech,AWS Certified,Software Engineer,1,115275,5,100,0,1,0,0,0,0,0,0,Senior
332,Brett Mills,"python, deep learning, sql, machine learning",1,B.Tech,AWS Certified,Data Scientist,1,61616,9,85,1,1,1,0,0,0,0,0,Fresher
333,Kimberly Thompson,"tensorflow, pytorch",5,PhD,AWS Certified,AI Researcher,1,79405,4,90,0,0,0,0,0,1,0,1,Mid
334,William Walker,"linux, cybersecurity, networking",2,B.Sc,AWS Certified,Cybersecurity Analyst,0,54759,1,50,0,0,0,0,0,0,0,0,Junior
335,Natalie King,"ethical hacking, linux",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,1,91922,0,90,0,0,0,0,0,0,0,0,Senior
336,Sergio Scott,"java, sql, react, c++",10,B.Sc,Deep Learning Specialization,Software Engineer,1,69145,4,100,0,1,0,0,0,0,0,0,Senior
337,Carlos Park,"pytorch, tensorflow",2,MBA,AWS Certified,AI Researcher,1,65012,6,70,0,0,0,0,0,1,0,1,Junior
338,Stacie Pitts,"c++, sql",7,MBA,AWS Certified,Software Engineer,1,45278,8,100,0,1,0,0,0,0,0,0,Senior
339,Jose Kirk,"networking, linux, ethical hacking, cybersecurity",4,B.Tech,None,Cybersecurity Analyst,0,75555,0,60,0,0,0,0,0,0,0,0,Mid
340,John Alvarez,"sql, machine learning",0,B.Tech,AWS Certified,Data Scientist,0,90362,8,60,0,1,1,0,0,0,0,0,Fresher
341,Austin Saunders,"c++, java",0,B.Sc,None,Software Engineer,0,89148,8,50,0,0,0,0,0,0,0,0,Fresher
342,Shannon Page,"deep learning, sql, python, machine learning",8,MBA,AWS Certified,Data Scientist,1,100345,0,100,1,1,1,0,0,0,0,0,Senior
343,Dylan Keller,"python, nlp, tensorflow",7,B.Sc,Google ML,AI Researcher,1,62487,8,100,1,0,0,0,0,1,1,0,Senior
344,Stephanie Mosley,"cybersecurity, networking",3,MBA,None,Cybersecurity Analyst,1,55213,9,85,0,0,0,0,0,0,0,0,Junior
345,Whitney Thompson,"deep learning, machine learning, sql, python",1,M.Tech,Deep Learning Specialization,Data Scientist,1,79991,10,90,1,1,1,0,0,0,0,0,Fresher
346,Isabel Williams,"cybersecurity, ethical hacking, networking, linux",6,MBA,Google ML,Cybersecurity Analyst,1,89696,10,100,0,0,0,0,0,0,0,0,Mid
347,Jessica Ruiz,"ethical hacking, cybersecurity, linux, networking",0,MBA,Google ML,Cybersecurity Analyst,1,102527,7,65,0,0,0,0,0,0,0,0,Fresher
348,Jamie Arnold,"sql, java, react",3,B.Sc,None,Software Engineer,1,96280,9,90,0,1,0,0,0,0,0,0,Junior
349,Ashley Gardner,"machine learning, python",1,MBA,AWS Certified,Data Scientist,0,108606,3,45,1,0,1,0,0,0,0,0,Fresher
350,Shannon Young,"ethical hacking, linux",2,M.Tech,None,Cybersecurity Analyst,1,115687,7,65,0,0,0,0,0,0,0,0,Junior
351,George Hansen,"networking, ethical hacking",1,M.Tech,AWS Certified,Cybersecurity Analyst,0,65217,6,60,0,0,0,0,0,0,0,0,Fresher
352,Tanya Lloyd,"react, c++, sql, java",0,M.Tech,None,Software Engineer,0,94099,0,20,0,1,0,0,0,0,0,0,Fresher
353,Morgan Mueller,"python, deep learning, sql, machine learning",9,PhD,None,Data Scientist,1,45043,5,100,1,1,1,0,0,0,0,0,Senior
354,Anthony Wheeler,"python, machine learning, deep learning",0,B.Tech,Google ML,Data Scientist,0,116661,3,40,1,0,1,0,0,0,0,0,Fresher
355,Isabella Long,"pytorch, tensorflow",8,B.Sc,Deep Learning Specialization,AI Researcher,1,73142,9,100,0,0,0,0,0,1,0,1,Senior
356,Vincent Daniel,"python, pytorch, tensorflow, nlp",7,B.Sc,Google ML,AI Researcher,1,75507,7,100,1,0,0,0,0,1,1,1,Senior
357,Mrs. Debbie Jackson,"python, nlp",0,PhD,Deep Learning Specialization,AI Researcher,1,81970,10,70,1,0,0,0,0,0,1,0,Fresher
358,Mr. Juan Barron DDS,"sql, c++, react, java",4,MBA,Google ML,Software Engineer,1,59448,9,100,0,1,0,0,0,0,0,0,Mid
359,Debra Franco,"sql, deep learning, machine learning",6,M.Tech,None,Data Scientist,1,58016,2,85,0,1,1,0,0,0,0,0,Mid
360,Nicole Randolph,"networking, ethical hacking",0,B.Tech,None,Cybersecurity Analyst,0,97659,4,30,0,0,0,0,0,0,0,0,Fresher
361,James Cline,"linux, ethical hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,0,76342,4,60,0,0,0,0,0,0,0,0,Junior
362,April West,"networking, linux, cybersecurity, ethical hacking",7,B.Tech,AWS Certified,Cybersecurity Analyst,1,103102,2,100,0,0,0,0,0,0,0,0,Senior
363,Stephanie Edwards,"sql, java",3,B.Sc,None,Software Engineer,1,41272,6,70,0,1,0,0,0,0,0,0,Junior
364,Paula Harrison,"tensorflow, python, nlp, pytorch",1,B.Sc,AWS Certified,AI Researcher,0,40186,1,45,1,0,0,0,0,1,1,1,Fresher
365,Breanna Moore,"react, java, sql",4,M.Tech,Deep Learning Specialization,Software Engineer,1,82848,5,90,0,1,0,0,0,0,0,0,Mid
366,Tristan Burgess PhD,"tensorflow, pytorch",5,M.Tech,Deep Learning Specialization,AI Researcher,1,82093,9,100,0,0,0,0,0,1,0,1,Mid
367,Christina Perez,"linux, cybersecurity, ethical hacking",2,B.Sc,None,Cybersecurity Analyst,0,60533,2,45,0,0,0,0,0,0,0,0,Junior
368,Mike Miller,"python, nlp",5,B.Tech,None,AI Researcher,1,55494,8,100,1,0,0,0,0,0,1,0,Mid
369,Shelly Mann,"deep learning, python",6,MBA,Deep Learning Specialization,Data Scientist,1,53984,7,100,1,0,0,0,0,0,0,0,Mid
